order_id,order_date,status,item_id,sku,qty_ordered,price,value,Discount_Percent,discount_amount,category,payment_method,year,month,Gender,age,City,Reasons for cancelation and order refund
203310,03/31/2021,canceled,763710,MEFKAR5A7C4E9DAAD48-L,2,163.0,163.0,0.0,0.0,Men's Fashion,Payaxis,2021,3,MALE,65,Cairo,High Price and Cheaper alternative
17313,12/11/2020,canceled,608749,WOFJAS59AC246EAAAF5-S,2,199.8,199.8,0.0,0.0,Women's Fashion,cod,2020,12,FEMALE,70,Cairo,Arriving date has changed
154724,03/26/2021,canceled,758306,WOFSIT5A844F122C3CE,2,100.0,100.0,0.0,0.0,Women's Fashion,Payaxis,2021,3,FEMALE,47,Cairo,product damaged during shipping
120257,12/24/2020,complete,657255,ENTCHA59BF948CB56A5,2,2644.0,2644.0,13.23751891,35000.0,Entertainment,Easypay_MA,2020,12,MALE,28,Cairo,No Cancelation or Refund
270212,07/10/2021,received,867572,MEFSIK5AC8C4803FBAA-Free Size,2,45.0,45.0,0.0,0.0,Men's Fashion,cod,2021,7,MALE,47,Cairo,No Cancelation or Refund
276949,08/08/2021,received,881464,SOGCRY59C0BE7BBC3DE,11,33.8,338.0,0.0,0.0,Soghaat,bankalfalah,2021,8,FEMALE,26,Cairo,No Cancelation or Refund
74959,12/20/2020,canceled,625421,BAGGAR5A0A925948525,2,39.683,39.683,15.0,595.245,Beauty & Grooming,Easypay,2020,12,MALE,64,Al Sharqiya,product did not meet the customer’s expectations
28145,10/27/2020,order_refunded,583961,COMHP59BA99AE27D72,2,3814.4,3814.4,0.0,0.0,Computing,Payaxis,2020,10,MALE,74,Tanta,product defects
257029,06/22/2021,canceled,854836,BAGDAV5AB0A097D2903,2,447.5,447.5,0.0,0.0,Beauty & Grooming,bankalfalah,2021,6,MALE,21,Cairo,product did not match the description
117206,12/23/2020,canceled,652375,MEFTHE59F6D780CDF16-42,2,59.9,59.9,10.0,599.0,Men's Fashion,easypay_voucher,2020,12,FEMALE,47,Alexandria,product damaged during shipping
195901,03/24/2021,canceled,754341,MATSAM5A7D904F75A49,2,1716.0,1716.0,13.0,22308.0,Mobiles & Tablets,jazzvoucher,2021,3,FEMALE,39,Mansoura,product damaged during shipping
69950,01/22/2021,canceled,719097,SOGSND59AC861A18ACA,3,93.4,186.8,0.0,0.0,Soghaat,Easypay,2021,1,MALE,21,Cairo,product did not meet the customer’s expectations
121593,12/24/2020,complete,657767,APPDAW59FF03481EF50,2,2947.4,2947.4,10.17846237,29999.99999,Appliances,easypay_voucher,2020,12,FEMALE,48,Cairo,No Cancelation or Refund
52952,11/21/2020,canceled,600279,MATHUA59B7EB4505059,2,1314.4,1314.4,15.0,19716.0,Mobiles & Tablets,Easypay,2020,11,FEMALE,38,Tanta,product arrived too late
171282,02/07/2021,complete,726887,APPGEE5A438CFD97D00,3,104.0,208.0,20.0,4160.0,Appliances,Easypay,2021,2,MALE,24,Cairo,No Cancelation or Refund
7139,06/19/2021,canceled,851046,HASQAR5A94FDE167F16,3,192.5,385.0,0.0,0.0,Health & Sports,bankalfalah,2021,6,MALE,64,Tanta,Arriving date has changed
84634,09/11/2021,canceled,894781,MEFKAY5B532A8DB53B1-XL,2,39.9,39.9,0.0,0.0,Men's Fashion,bankalfalah,2021,9,MALE,45,Alexandria,High Price and Cheaper alternative
44243,03/24/2021,canceled,755371,MATSAM5A7DBC627D4BD,2,1458.4,1458.4,11.0,16042.4,Mobiles & Tablets,easypay_voucher,2021,3,MALE,20,Cairo,product arrived too late
58891,12/28/2020,complete,688312,COMHP5A0416FAEB5E7,2,1074.5,1074.5,19.68124709,21147.5,Computing,Easypay,2020,12,MALE,31,Cairo,No Cancelation or Refund
5029,12/20/2020,complete,621005,WOFBAT5A01451056E45-39,3,20.0,40.0,20.0,800.0,Women's Fashion,Easypay,2020,12,MALE,59,Tanta,No Cancelation or Refund
207468,04/03/2021,complete,769246,MEFKAR5A7C13F10C4B3,2,41.0,41.0,0.0,0.0,Men's Fashion,cod,2021,4,MALE,55,Alexandria,No Cancelation or Refund
255713,06/11/2021,received,842467,MATSAM5AE97AA4635AA,2,2119.9,2119.9,15.82503892,33547.50001,Mobiles & Tablets,easypay_voucher,2021,6,MALE,35,Alexandria,No Cancelation or Refund
148237,12/28/2020,canceled,691509,MATSAM59DB75B63DDEF,1,3518.7,0.0,9.094267769,0.0,Mobiles & Tablets,Easypay,2020,12,FEMALE,75,Alexandria,product damaged during shipping
81985,12/20/2020,complete,617996,COMHP5A0B10B6C78F4,2,3958.5,3958.5,10.10483769,40000.0,Computing,easypay_voucher,2020,12,FEMALE,35,Mansoura,No Cancelation or Refund
81356,12/19/2020,complete,617623,MEFBNB59FC750A109F3,2,49.9,49.9,0.0,0.0,Men's Fashion,cod,2020,12,MALE,58,Cairo,No Cancelation or Refund
230131,04/29/2021,received,808356,OTHPCB5AB351EEC46EC,3,50.0,100.0,0.0,0.0,Others,jazzwallet,2021,4,MALE,45,Alexandria,No Cancelation or Refund
261622,06/19/2021,received,851527,MATSAM5A7055694B277,2,9489.9,9489.9,16.04675497,152282.09999,Mobiles & Tablets,jazzvoucher,2021,6,MALE,29,Alexandria,No Cancelation or Refund
35615,11/06/2020,received,587830,MATMOT59C3C1362A4FB,2,1499.9,1499.9,0.0,0.0,Mobiles & Tablets,cod,2020,11,FEMALE,25,Tanta,No Cancelation or Refund
268018,08/17/2021,received,885674,KABLET5A81411780BBB,2,70.2,70.2,0.0,0.0,Kids & Baby,cod,2021,8,MALE,27,Cairo,No Cancelation or Refund
68876,08/04/2021,received,879539,SADHED59D47C02884B0,2,18.9,18.9,0.0,0.0,School & Education,cod,2021,8,FEMALE,18,Cairo,No Cancelation or Refund
198968,03/26/2021,complete,757570,COMLEN5A059BD6D3DA3,1,2698.0,0.0,9.822090437,0.0,Computing,Payaxis,2021,3,MALE,39,Tanta,No Cancelation or Refund
162390,01/10/2021,complete,712130,ENTUNI5A152C8DA8675,2,479.2,479.2,0.0,0.0,Entertainment,cod,2021,1,FEMALE,61,Cairo,No Cancelation or Refund
247011,05/22/2021,complete,828344,APPNAT5A0A01860CE92,2,79.5,79.5,0.0,0.0,Appliances,cod,2021,5,FEMALE,45,Cairo,No Cancelation or Refund
32472,10/31/2020,canceled,585287,ENTHAI59BA8F0AA2B18,2,1948.0,1948.0,15.40041068,30000.0,Entertainment,Payaxis,2020,10,MALE,27,Tanta,product arrived too late
265364,06/26/2021,received,856825,HALSHO59F835E4825D4,6,17.9,89.5,0.0,0.0,Home & Living,cod,2021,6,MALE,54,Tanta,No Cancelation or Refund
202300,04/03/2021,complete,769399,WOFLAL5A8ED0252E728,11,69.0,690.0,0.0,0.0,Women's Fashion,Payaxis,2021,4,FEMALE,72,Cairo,No Cancelation or Refund
121060,12/24/2020,canceled,657012,APPNAT5A0A01860CE92,2,86.8,86.8,19.95294931,1731.916,Appliances,Easypay,2020,12,FEMALE,33,Cairo,product damaged during shipping
202262,03/30/2021,complete,762337,ENTORI5A8D3C794E5AC,2,1979.2,1979.2,11.11560226,21999.99999,Entertainment,Payaxis,2021,3,MALE,22,Cairo,No Cancelation or Refund
35988,11/05/2020,canceled,586769,ROO59C0C77B69CC2,2,17.0,17.0,0.0,0.0,Superstore,Payaxis,2020,11,FEMALE,45,Alexandria,bad reviews
74225,06/07/2021,complete,837524,MATSAM5A7463EE3C1A5,2,1632.8,1632.8,14.57324841,23795.2,Mobiles & Tablets,Easypay,2021,6,FEMALE,57,Tanta,No Cancelation or Refund
22781,12/18/2020,order_refunded,616152,MEFBUY59B7C3F33548D-42,2,59.9,59.9,0.0,0.0,Men's Fashion,cod,2020,12,MALE,26,Mansoura,product defects
141025,04/13/2021,complete,778359,WOFSHA59EDF9DEE036B,3,34.9,69.8,10.0,698.0,Women's Fashion,easypay_voucher,2021,4,MALE,74,Cairo,No Cancelation or Refund
152324,09/19/2021,received,901471,ENTNOB5A4633C950FAD,4,1539.9,4619.7,35.71660497,164999.99998,Entertainment,bankalfalah,2021,9,FEMALE,32,Al Sharqiya,No Cancelation or Refund
69956,02/26/2021,canceled,734050,WOFALK59ACD264B523C,2,180.0,180.0,0.0,0.0,Women's Fashion,Easypay,2021,2,MALE,21,Cairo,product did not meet the customer’s expectations
215040,04/16/2021,complete,781303,COMHP5A8FB526385F0,2,4226.8,4226.8,11.11952304,46999.99999,Computing,Payaxis,2021,4,FEMALE,45,Cairo,No Cancelation or Refund
183235,03/13/2021,complete,740499,MEFWIN5A263D64964F2,2,24.9,24.9,0.0,0.0,Men's Fashion,cod,2021,3,MALE,22,Cairo,No Cancelation or Refund
68803,12/10/2020,order_refunded,608368,APPNAT59EECA1E9FF59,2,87.0,87.0,0.0,0.0,Appliances,cod,2020,12,FEMALE,74,Cairo,product defects
281679,09/02/2021,canceled,891506,LAL5A93D35180E9A,2,30.1,30.1,0.0,0.0,Superstore,bankalfalah,2021,9,MALE,34,Mansoura,product is not required anymore
141967,05/01/2021,received,817151,OTHPCB5ABB2073BDF0C,6,50.0,250.0,0.0,0.0,Others,Easypay,2021,5,FEMALE,49,Cairo,No Cancelation or Refund
141655,12/27/2020,canceled,681791,APPBIN5A097387D0CB5,2,288.2,288.2,0.0,0.0,Appliances,Easypay,2020,12,MALE,65,Cairo,product arrived too late
70396,12/12/2020,order_refunded,609205,WOFJAS59AC240B82B4E-28,2,49.8,49.8,0.0,0.0,Women's Fashion,cod,2020,12,FEMALE,34,Cairo,Arriving date has changed
173170,02/11/2021,received,728924,MEFECH5A4B607949DFF-44,2,69.9,69.9,0.0,0.0,Men's Fashion,cod,2021,2,MALE,36,Tanta,No Cancelation or Refund
94178,06/14/2021,canceled,846917,APPNAT5A0C6FF482FB1,5,81.5,326.0,44.12760736,14385.6,Appliances,bankalfalah,2021,6,MALE,63,Cairo,product arrived too late
1732,08/15/2021,order_refunded,884678,MATLNK5B348B347BDD7,2,49.9,49.9,0.0,0.0,Mobiles & Tablets,cod,2021,8,MALE,35,Cairo,receiving wrong product
21349,08/22/2021,canceled,887674,WOFBAT5ADEE60AB3F49-4,5,49.9,199.6,42.0240481,8388.0,Women's Fashion,bankalfalah,2021,8,MALE,28,Cairo,product arrived too late
266888,06/30/2021,canceled,861336,MEFOXF5ADEAA0C418C9-M,2,290.6,290.6,0.0,0.0,Men's Fashion,bankalfalah,2021,6,MALE,35,Cairo,product did not match the description
133296,12/30/2020,received,700045,HALBUK5A013F87DB79F,2,17.6,17.6,0.0,0.0,Home & Living,cod,2020,12,FEMALE,24,Cairo,No Cancelation or Refund
234138,04/29/2021,canceled,808269,OTHPCB5AB351EE2BC6F,4,200.0,600.0,0.0,0.0,Others,jazzwallet,2021,4,FEMALE,27,Alexandria,product defects
128945,12/25/2020,complete,666192,HASFAN59ADBE70D0EF5,3,60.3,120.6,20.0,2412.0,Health & Sports,Easypay,2020,12,MALE,39,Cairo,No Cancelation or Refund
191170,03/21/2021,canceled,748818,OTHPCB5A7D846A613B2,3,600.0,1200.0,0.0,0.0,Others,jazzwallet,2021,3,MALE,29,Cairo,product damaged during shipping
220906,04/17/2021,complete,787583,MATSAM5A7463EE3C1A5,3,1716.0,3432.0,13.0,44616.0,Mobiles & Tablets,easypay_voucher,2021,4,MALE,40,Mansoura,No Cancelation or Refund
202275,03/30/2021,complete,762356,ENTORI5A8D3C794E5AC,2,1979.2,1979.2,11.11560226,21999.99999,Entertainment,Easypay,2021,3,MALE,36,Al Sharqiya,No Cancelation or Refund
148820,12/28/2020,complete,689674,BAGJAG59E84A17D67E8,2,183.4,183.4,0.0,0.0,Beauty & Grooming,cod,2020,12,FEMALE,67,Giza,No Cancelation or Refund
42536,01/31/2021,canceled,723365,OTHVOU5A2A7009DA8EF,3,200.0,400.0,20.0,8000.0,Others,Easypay,2021,1,MALE,52,Mansoura,bad reviews
65498,12/12/2020,complete,609023,WOFDEA59CE210B056BF,2,69.8,69.8,15.07163324,1052.0,Women's Fashion,cod,2020,12,FEMALE,67,Cairo,No Cancelation or Refund
130618,12/26/2020,complete,668353,MEFBNB5A046DA417C54-L,2,44.9,44.9,0.0,0.0,Men's Fashion,cod,2020,12,FEMALE,58,Mansoura,No Cancelation or Refund
58374,11/21/2020,canceled,599823,OTHYAY59E0CBBA8681A,2,300.0,300.0,0.0,0.0,Others,easypay_voucher,2020,11,FEMALE,64,Cairo,product arrived too late
150027,12/28/2020,canceled,691511,ENTSAM5A0BF25AA030B,2,2899.9,2899.9,15.51777648,45000.00001,Entertainment,Easypay,2020,12,MALE,49,Al Sharqiya,product damaged during shipping
155315,12/29/2020,complete,698994,APPSOG59EF4CC644637,2,679.9,679.9,16.61862039,11299.0,Appliances,Easypay_MA,2020,12,FEMALE,33,Alexandria,No Cancelation or Refund
224211,05/01/2021,complete,817134,APPTHU5A0B50CD45242,3,53.0,106.0,0.0,0.0,Appliances,cod,2021,5,FEMALE,50,Tanta,No Cancelation or Refund
93038,12/20/2020,canceled,628203,MATINF59BAB39FDBEF1,2,1839.9,1839.9,10.0,18399.0,Mobiles & Tablets,easypay_voucher,2020,12,FEMALE,25,Cairo,product arrived too late
243938,05/22/2021,received,828220,WOFNIG5A9CD1AC9866C-36B,2,69.9,69.9,0.0,0.0,Women's Fashion,cod,2021,5,MALE,54,Cairo,No Cancelation or Refund
276853,08/09/2021,canceled,882100,MEFARM5A0C413943FF2,2,3130.6,3130.6,0.0,0.0,Men's Fashion,bankalfalah,2021,8,FEMALE,41,Cairo,product did not match the description
276122,08/04/2021,received,879961,MEFSTR5B29F74C1191C-M,2,99.9,99.9,0.0,0.0,Men's Fashion,cod,2021,8,FEMALE,32,Alexandria,No Cancelation or Refund
161781,01/24/2021,canceled,720292,APPKEN59F33FBFC1809,2,905.3,905.3,11.04606208,10000.0,Appliances,Easypay,2021,1,MALE,45,Cairo,bad reviews
70778,12/13/2020,received,609716,APPJAC59E8B211B3349,3,164.9,329.8,0.0,0.0,Appliances,cod,2020,12,FEMALE,47,Alexandria,No Cancelation or Refund
173176,05/18/2021,complete,826623,BAGRIV5A72FE7E20CD3,2,16.0,16.0,0.0,0.0,Beauty & Grooming,cod,2021,5,MALE,18,Cairo,No Cancelation or Refund
27,12/24/2020,complete,657779,HALSHO59F836EF959B9,3,69.8,139.6,20.0,2792.0,Home & Living,Easypay,2020,12,MALE,28,Alexandria,No Cancelation or Refund
267569,07/20/2021,canceled,872598,APPGAB5A03123139C0F,3,92.5,185.0,21.62162162,4000.0,Appliances,apg,2021,7,FEMALE,46,Alexandria,product did not match the description
151718,12/28/2020,complete,693744,APPNAT5A0A01860CE92,3,86.8,173.6,20.36866359,3536.0,Appliances,Easypay_MA,2020,12,FEMALE,40,Tanta,No Cancelation or Refund
105361,12/21/2020,canceled,639818,APPNAT59F6C736DB370,3,86.8,173.6,24.00320276,4166.956,Appliances,Easypay,2020,12,FEMALE,49,Tanta,product damaged during shipping
243699,05/13/2021,order_refunded,822120,APPDAW5AC26A6C4DC3F,6,480.0,2400.0,0.0,0.0,Appliances,cod,2021,5,MALE,18,Alexandria,product defects
72581,12/13/2020,complete,610901,ENTORI5A00C8379F59E,2,1979.0,1979.0,12.12733704,24000.0,Entertainment,easypay_voucher,2020,12,MALE,54,Cairo,No Cancelation or Refund
120484,12/25/2020,complete,664084,KABSTI5A044B435A546,2,51.9,51.9,0.0,0.0,Kids & Baby,jazzwallet,2020,12,FEMALE,35,Cairo,No Cancelation or Refund
76384,12/20/2020,complete,618028,ENTORI5A00C8379F59E,2,1958.0,1958.0,12.29826353,24079.99999,Entertainment,easypay_voucher,2020,12,MALE,51,Alexandria,No Cancelation or Refund
85453,12/20/2020,canceled,620696,BAGDET59FB19B75B15A,5,4.2,16.8,20.0,336.0,Beauty & Grooming,Payaxis,2020,12,MALE,19,Cairo,High Price and Cheaper alternative
206991,04/06/2021,complete,772428,MEFKAR5A7C13F10C4B3,2,41.0,41.0,0.0,0.0,Men's Fashion,cod,2021,4,FEMALE,60,Cairo,No Cancelation or Refund
33959,11/14/2020,order_refunded,595924,MEFBUY59B7C3CF045A3-42,2,57.5,57.5,0.0,0.0,Men's Fashion,mcblite,2020,11,FEMALE,60,Tanta,product defects
747,09/08/2021,order_refunded,893777,WOFBON5B56D5B051F3A,2,288.0,288.0,0.0,0.0,Women's Fashion,cod,2021,9,MALE,63,Cairo,receiving wrong product
241799,05/20/2021,canceled,827321,WOFBAS5A9FDF3D36A8F,2,59.9,59.9,0.0,0.0,Women's Fashion,Easypay,2021,5,FEMALE,54,Cairo,product did not meet the customer’s expectations
62335,12/12/2020,order_refunded,608991,MATSAM59D1F6CE24BC5,1,2533.9,0.0,7.892971309,0.0,Mobiles & Tablets,Payaxis,2020,12,MALE,70,Cairo,product defects
119172,12/30/2020,complete,701210,WOFFAS59E4D3143A20E-7,2,49.4,49.4,0.0,0.0,Women's Fashion,cod,2020,12,FEMALE,51,Alexandria,No Cancelation or Refund
44408,12/26/2020,order_refunded,667443,MATSAM59DB75988D95E,3,2187.5,4375.0,20.58514286,90060.00001,Mobiles & Tablets,Easypay,2020,12,FEMALE,59,Cairo,product arrived too late
164178,01/15/2021,order_refunded,715125,MEFSAE59DF2B9B3C0C0,2,23.0,23.0,0.0,0.0,Men's Fashion,cod,2021,1,MALE,54,Alexandria,product did not meet the customer’s expectations
174578,05/26/2021,canceled,829972,OTHOTH5A0945D0A72F4,30,0.2,5.8,0.0,0.0,Others,cod,2021,5,MALE,24,Cairo,bad reviews
174179,02/15/2021,received,730718,BAGANG5A5862EC3E7B3,3,0.0,0.0,0.0,0.0,Beauty & Grooming,cod,2021,2,FEMALE,35,Cairo,No Cancelation or Refund
88748,12/20/2020,canceled,625090,APPHOM59F6C7258D83B,2,606.4,606.4,14.4525066,8764.0,Appliances,easypay_voucher,2020,12,MALE,71,Cairo,product arrived too late
198686,06/12/2021,received,843746,APPPEL5AE5F97DC78DE,1,5578.9,0.0,9.0,0.0,Appliances,easypay_voucher,2021,6,MALE,73,Mansoura,No Cancelation or Refund
53260,12/24/2020,canceled,658281,APPORI5A02E10B6581D,3,588.5,1177.0,20.0,23540.0,Appliances,Easypay,2020,12,MALE,33,Tanta,product arrived too late
27901,01/24/2021,complete,720581,BAGLUX5A099F4E3D5CF,5,21.0,84.0,20.0,1680.0,Beauty & Grooming,Easypay,2021,1,FEMALE,69,Giza,No Cancelation or Refund
143417,12/27/2020,canceled,682972,WOFGUL59B7B1A1537EA,2,199.5,199.5,0.0,0.0,Women's Fashion,cod,2020,12,FEMALE,55,Cairo,product arrived too late
130654,12/27/2020,canceled,680031,BAGLOR5A12C5B831E9C,4,24.7,74.1,35.84753036,2656.302,Beauty & Grooming,Easypay,2020,12,MALE,40,Cairo,product damaged during shipping
93993,12/27/2020,complete,684095,MATROM59D5F564A7616,4,95.0,285.0,34.37083158,9795.687,Mobiles & Tablets,Easypay,2020,12,MALE,57,Cairo,No Cancelation or Refund
137303,12/27/2020,received,675358,HALSHO59F8693436A53,3,19.4,38.8,10.0,388.0,Home & Living,easypay_voucher,2020,12,MALE,21,Cairo,No Cancelation or Refund
199864,03/27/2021,received,759245,KABC-T59BBC0D9CF1D1-S,11,18.0,180.0,0.0,0.0,Kids & Baby,cod,2021,3,FEMALE,48,Cairo,No Cancelation or Refund
30645,11/11/2020,complete,590472,HASALA59AD35C05B1C2,3,38.0,76.0,0.0,0.0,Health & Sports,cod,2020,11,MALE,69,Mansoura,No Cancelation or Refund
175103,02/19/2021,complete,731854,HALSHO59F82DC4B6D3E,3,62.4,124.8,0.0,0.0,Home & Living,cod,2021,2,MALE,63,Cairo,No Cancelation or Refund
43081,12/20/2020,received,634816,BAGLAC5A0AFAA9F1193,5,30.0,120.0,23.92333333,2870.8,Beauty & Grooming,easypay_voucher,2020,12,MALE,26,Tanta,No Cancelation or Refund
163889,01/14/2021,canceled,714760,WOFASA59E08A467B0A9,2,69.9,69.9,0.0,0.0,Women's Fashion,Easypay,2021,1,MALE,66,Cairo,product did not meet the customer’s expectations
6822,01/03/2021,complete,706259,MEFWIN59CE3A75A051B,3,99.9,199.8,20.0,3996.0,Men's Fashion,Easypay,2021,1,MALE,38,Tanta,No Cancelation or Refund
194891,03/24/2021,canceled,752818,BAGDOV5A099F4EF3FFA,3,35.2,70.4,0.0,0.0,Beauty & Grooming,Payaxis,2021,3,MALE,66,Cairo,product damaged during shipping
43335,07/04/2021,canceled,863279,VIT5ABCCF7FDF973,11,79.5,795.0,25.0,19875.0,Superstore,Easypay,2021,7,MALE,60,Cairo,product arrived too late
196900,09/19/2021,received,901414,MATSAM5B10E73CC6A74,2,1619.9,1619.9,13.88974628,22500.0,Mobiles & Tablets,Payaxis,2021,9,FEMALE,70,Mansoura,No Cancelation or Refund
53098,02/05/2021,canceled,725406,MEFCOR59C26291A6581-42,2,650.0,650.0,0.0,0.0,Men's Fashion,Payaxis,2021,2,MALE,39,Alexandria,product delivered to a wrong address
276164,08/06/2021,canceled,880438,MATSAM5B10F7E2AC8C1,3,11669.9,23339.8,0.0,0.0,Mobiles & Tablets,bankalfalah,2021,8,MALE,29,Mansoura,product did not match the description
11048,12/29/2020,complete,695067,MATSAM59DB75ADB2F80,2,1369.8,1369.8,15.40297854,21099.0,Mobiles & Tablets,easypay_voucher,2020,12,MALE,60,Mansoura,No Cancelation or Refund
184304,04/21/2021,complete,791132,MEFKAR5A7C13BB5912D-S,9,52.0,416.0,0.0,0.0,Men's Fashion,cod,2021,4,FEMALE,60,Cairo,No Cancelation or Refund
152003,12/29/2020,canceled,694242,KABSTI5A0447787F8C7,3,51.975,103.95,20.0,2079.0,Kids & Baby,Easypay,2020,12,FEMALE,57,Mansoura,product damaged during shipping
150891,01/03/2021,canceled,706469,SEH59AC98F4BADE3,3,3.0,6.0,20.0,120.0,Superstore,Easypay,2021,1,MALE,22,Mansoura,product damaged during shipping
44868,12/13/2020,complete,610628,MATSAM59DB75ADB2F80,2,1400.0,1400.0,16.42857143,23000.0,Mobiles & Tablets,easypay_voucher,2020,12,MALE,54,Cairo,No Cancelation or Refund
8418,12/20/2020,complete,623743,MATHUA5A0C4FA7A8A95,2,2355.6,2355.6,12.73560876,30000.0,Mobiles & Tablets,easypay_voucher,2020,12,FEMALE,22,Alexandria,No Cancelation or Refund
97124,12/22/2020,canceled,648245,DET59F31AB41C331,3,99.9,199.8,15.40844845,3078.608,Superstore,Easypay,2020,12,FEMALE,60,Cairo,product arrived too late
47919,06/28/2021,received,858503,ROO5AE983F2751EA,2,228.0,228.0,17.80263158,4059.0,Superstore,apg,2021,6,FEMALE,58,Tanta,No Cancelation or Refund
106088,12/21/2020,complete,640660,APPNAT59E0BBA2681FA,2,264.0,264.0,0.0,0.0,Appliances,cod,2020,12,MALE,67,Tanta,No Cancelation or Refund
259400,09/16/2021,received,899751,ENTHAI5B3616D4E4D5B,1,2136.0,0.0,9.36329588,0.0,Entertainment,easypay_voucher,2021,9,FEMALE,20,Al Sharqiya,No Cancelation or Refund
113688,04/04/2021,canceled,770459,ENTSAM5A7BE6883BCB7,2,2864.6,2864.6,16.22216016,46469.99999,Entertainment,Easypay,2021,4,FEMALE,64,Mansoura,product damaged during shipping
10372,06/21/2021,received,853799,WOFSIT5A844555E8CF5,2,92.4,92.4,0.0,0.0,Women's Fashion,cod,2021,6,FEMALE,66,Cairo,No Cancelation or Refund
34093,03/28/2021,canceled,760576,HASLIF5A0C4972B1E81,2,325.0,325.0,0.0,0.0,Health & Sports,Payaxis,2021,3,FEMALE,22,Cairo,product arrived too late
2345,03/24/2021,canceled,755522,MATHUA5A7D7744AB08C,2,2864.0,2864.0,10.0,28640.0,Mobiles & Tablets,jazzvoucher,2021,3,FEMALE,57,Cairo,product arrived too late
106026,12/21/2020,order_refunded,640580,WOFKUR59ACE426031DB,2,54.8,54.8,0.0,0.0,Women's Fashion,cod,2020,12,FEMALE,44,Cairo,product arrived too late
114271,01/18/2021,order_refunded,717581,SOGREH59AC982CDB15A,2,30.9,30.9,0.0,0.0,Soghaat,Easypay,2021,1,MALE,70,Cairo,product arrived too late
31892,12/25/2020,complete,665133,APPNAT5A0A01860CE92,3,86.8,173.6,15.1843318,2636.0,Appliances,easypay_voucher,2020,12,MALE,47,Alexandria,No Cancelation or Refund
57618,07/04/2021,order_refunded,864175,CLE5B07E00F3F3AC,11,10.3,103.0,0.0,0.0,Superstore,easypay_voucher,2021,7,FEMALE,58,Cairo,product arrived too late
54373,11/22/2020,canceled,600691,COMHP59AD3337DE2DD,2,398.9,398.9,0.0,0.0,Computing,Easypay,2020,11,FEMALE,52,Alexandria,product arrived too late
2625,11/29/2020,canceled,604129,SOGREH59C0C603DB423,3,46.5,93.0,20.0,1860.0,Soghaat,Payaxis,2020,11,FEMALE,39,Alexandria,Arriving date has changed
188836,03/20/2021,canceled,746019,OTHPCB5A7D8469A51FA,6,100.0,500.0,0.0,0.0,Others,jazzwallet,2021,3,FEMALE,72,Alexandria,Arriving date has changed
120616,12/24/2020,canceled,656428,MATHUA5A0C4EDF44ACB,2,1998.4,1998.4,15.40432346,30784.0,Mobiles & Tablets,easypay_voucher,2020,12,MALE,70,Cairo,product damaged during shipping
87754,12/20/2020,complete,622587,MEFBNB5A046DA766A1C-M,2,44.9,44.9,0.0,0.0,Men's Fashion,Easypay,2020,12,FEMALE,43,Cairo,No Cancelation or Refund
189099,03/20/2021,complete,746093,OTHPCB5A7D8463B4380,2,100.0,100.0,0.0,0.0,Others,easypay_voucher,2021,3,MALE,75,Cairo,No Cancelation or Refund
264269,07/17/2021,received,871585,ENTEAS5AE183D9C77EA,2,415.8,415.8,19.24001924,8000.0,Entertainment,bankalfalah,2021,7,MALE,61,Cairo,No Cancelation or Refund
183260,04/19/2021,received,790285,HALANG59F3342078214,2,20.9,20.9,0.0,0.0,Home & Living,cod,2021,4,MALE,35,Cairo,No Cancelation or Refund
232147,04/29/2021,received,804800,OTHPCB5AB351EB68CB9,4,200.0,600.0,0.0,0.0,Others,Easypay,2021,4,MALE,50,Alexandria,No Cancelation or Refund
72059,02/15/2021,canceled,730614,APPANE59AC425A7F66A,2,202.2,202.2,0.0,0.0,Appliances,cod,2021,2,FEMALE,61,Cairo,product did not meet the customer’s expectations
256119,06/24/2021,canceled,855853,MATINF5AD44A1283537,2,2640.0,2640.0,0.0,0.0,Mobiles & Tablets,Easypay,2021,6,FEMALE,44,Mansoura,receiving wrong product
10693,02/03/2021,canceled,724716,MATSAM5A04229BEDA2C,1,3906.3,0.0,7.679901697,0.0,Mobiles & Tablets,cod,2021,2,FEMALE,24,Cairo,Arriving date has changed
268577,09/12/2021,canceled,895285,VIT5ABCCF7FDF973,6,79.5,397.5,15.0,5962.5,Superstore,bankalfalah,2021,9,FEMALE,33,Alexandria,receiving wrong product
268700,09/12/2021,canceled,895560,BAGJUN59C10C21C80B5,5,178.875,715.5,41.06918239,29385.0,Beauty & Grooming,bankalfalah,2021,9,MALE,51,Cairo,receiving wrong product
268425,07/04/2021,canceled,864160,APPSUP5A900FB4ED3A8,2,1255.0,1255.0,0.0,0.0,Appliances,apg,2021,7,FEMALE,60,Alexandria,product did not meet the customer’s expectations
125182,12/25/2020,canceled,661649,MATHUA59B7EAFF9A395,2,1979.4,1979.4,0.0,0.0,Mobiles & Tablets,cod,2020,12,FEMALE,48,Alexandria,product damaged during shipping
152967,12/29/2020,canceled,695540,APPCAN5A0AC3940BA2F,2,659.6,659.6,12.72892662,8396.0,Appliances,Easypay_MA,2020,12,FEMALE,59,Alexandria,product damaged during shipping
45556,04/09/2021,complete,775194,MATSAM5A7D774BB50D6,2,2896.0,2896.0,10.01381215,28999.99999,Mobiles & Tablets,Easypay,2021,4,FEMALE,55,Cairo,No Cancelation or Refund
